,SK_ID_CURR,NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_WORK_PHONE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_CITY_NOT_LIVE_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,YEARS_BEGINEXPLUATATION_MEDI,COMMONAREA_MEDI,ENTRANCES_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,PREVIOUS_LOANS_COUNT,PREV_BUR_MEAN_DAYS_CREDIT,PREV_BUR_MEAN_DAYS_CREDIT_ENDDATE,PREV_BUR_MEAN_DAYS_ENDDATE_FACT,PREV_BUR_MEAN_AMT_CREDIT_MAX_OVERDUE,PREV_BUR_MEAN_CNT_CREDIT_PROLONG,PREV_BUR_MEAN_AMT_CREDIT_SUM,PREV_BUR_MEAN_AMT_CREDIT_SUM_DEBT,PREV_BUR_MEAN_AMT_CREDIT_SUM_LIMIT,PREV_BUR_MEAN_AMT_CREDIT_SUM_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_UPDATE,PREV_BUR_MEAN_AMT_ANNUITY,PREV_BUR_MEAN_MONTHS_BALANCE_MEAN,PREVIOUS_APPLICATION_COUNT,PREV_APPL_MEAN_AMT_ANNUITY,PREV_APPL_MEAN_AMT_APPLICATION,PREV_APPL_MEAN_AMT_CREDIT,PREV_APPL_MEAN_AMT_DOWN_PAYMENT,PREV_APPL_MEAN_AMT_GOODS_PRICE,PREV_APPL_MEAN_HOUR_APPR_PROCESS_START,PREV_APPL_MEAN_NFLAG_LAST_APPL_IN_DAY,PREV_APPL_MEAN_RATE_DOWN_PAYMENT,PREV_APPL_MEAN_DAYS_DECISION,PREV_APPL_MEAN_SELLERPLACE_AREA,PREV_APPL_MEAN_CNT_PAYMENT,PREV_APPL_MEAN_DAYS_FIRST_DRAWING,PREV_APPL_MEAN_DAYS_FIRST_DUE,PREV_APPL_MEAN_DAYS_LAST_DUE_1ST_VERSION,PREV_APPL_MEAN_DAYS_LAST_DUE,PREV_APPL_MEAN_DAYS_TERMINATION,PREV_APPL_MEAN_NFLAG_INSURED_ON_APPROVAL,PREV_APPL_MEAN_CARD_MEAN_MONTHS_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_CREDIT_LIMIT_ACTUAL,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_INST_MIN_REGULARITY,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_TOTAL_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_RECEIVABLE_PRINCIPAL,PREV_APPL_MEAN_CARD_MEAN_AMT_RECIVABLE,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_INSTALMENT_MATURE_CUM,PREV_APPL_MEAN_CARD_MEAN_SK_DPD,PREV_APPL_MEAN_CARD_MEAN_SK_DPD_DEF,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_PAYMENT,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_EMPLOYED_PERCENT,CODE_GENDER_F,CODE_GENDER_M,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Single / not married,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_Laborers,WEEKDAY_APPR_PROCESS_START_SATURDAY,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Military,ORGANIZATION_TYPE_Police,ORGANIZATION_TYPE_Realtor,ORGANIZATION_TYPE_Restaurant,ORGANIZATION_TYPE_School,ORGANIZATION_TYPE_Security Ministries,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Transport: type 3,ORGANIZATION_TYPE_Transport: type 4,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE_Panel,TARGET,NAME_FAMILY_STATUS,CODE_GENDER
21299,106768,Cash loans,Y,Y,0,180000.0,534204.0,41472.0,495000.0,0.0038179999999999,18391,-1911.0,-284.0,-1931,2.0,0,1.0,2,7,0,,0.5650909997991383,0.4884551844437485,0.0247,,0.9995,,,0.069,0.0833,0.1146,,0.0166,0.0,0.0252,0.9995,,,0.069,0.0833,0.1172,,0.0173,,0.0,0.025,0.9995,,0.069,0.1166,0.0169,0.0,0.0157,6.0,0.0,6.0,0.0,-12.0,1,0.0,0.0,1.0,3.0,1.0,-274.0,91.0,,,0.0,98734.5,35806.5,0.0,0.0,-21.0,9135.0,-4.5,3.0,14684.175,76177.5,79663.5,0.0,114266.25,3.6666666666666665,1.0,0.0,-432.0,16.666666666666668,10.0,365243.0,-624.0,-354.0,-354.0,-351.0,0.0,,,,,,,,,,,,,,,,,,,1.0,5.5,-489.0,-520.3,14683.022999999996,14683.022999999996,2.9678,0.2304,0.0776332636970146,-0.1039095209613398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Separated,M
21362,101907,Cash loans,N,N,1,450000.0,675000.0,49248.0,675000.0,0.072508,11273,-1980.0,-508.0,-3165,,1,3.0,1,22,0,0.8202898251146321,0.7753294628574358,0.3556387169923543,0.099,0.2967,0.9762,0.6736,0.0397,0.0345,0.4583,0.1542,0.0807,0.0722,0.0,0.1008,0.9762,0.6864,0.0401,0.0345,0.4583,0.1577,0.0882,0.0752,0.0,0.0,0.0999,0.9762,0.04,0.0345,0.1569,0.0734,0.0,0.0577,0.0,0.0,0.0,0.0,-95.0,1,0.0,0.0,0.0,1.0,8.0,-825.25,511.125,-860.75,0.0,0.0,3552968.8125,3384048.375,0.0,0.0,-375.75,8098.875,-16.3125,2.0,16777.71,107750.25,113964.75,0.0,107750.25,16.0,1.0,0.0,-830.0,20.0,12.0,365243.0,-1525.0,-1195.0,-1195.0,-1189.0,0.0,,,,,,,,,,,,,,,,,,,1.0,6.5,-1360.0,-1384.916666666667,16775.118749999994,16775.118749999994,1.5,0.10944,0.07296,-0.1756409119134214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
21368,102234,Revolving loans,N,Y,0,135000.0,540000.0,27000.0,540000.0,0.035792,22668,,-6167.0,-4963,,0,2.0,2,10,0,,0.5780596839795495,0.3360615207658242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-2259.0,0,0.0,0.0,0.0,2.0,21.0,-1345.095238095238,-695.65,-961.4,2955.9728571428573,0.0,200351.17285714284,50419.6125,1180.66125,0.0,-645.2380952380953,,,7.0,15564.304285714285,214056.0,241527.8571428572,22500.0,214056.0,14.857142857142858,1.0,0.2020276970191639,-1094.571428571429,15.285714285714285,26.57142857142857,365243.0,-1197.4,-543.4,145529.6,145532.4,0.8,,,,,,,,,,,,,,,,,,,1.0186493558776166,12.966837761674714,-890.1121880032207,-892.8747181964575,13683.541943387676,11193.424202445647,4.0,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
21373,106289,Cash loans,N,Y,0,33300.0,359685.0,15237.0,310500.0,0.031329,20974,,-11181.0,-126,,0,2.0,2,9,0,,0.2665197753925157,,0.0309,0.0003,0.9771,0.6872,0.0032,0.1034,0.0833,0.0,0.0252,0.0254,0.0,0.0315,0.9772,0.6994,0.0033,0.1034,0.0833,0.0,0.0275,0.0265,0.0,0.0,0.0312,0.9771,0.0033,0.1034,0.0,0.0259,0.0,0.0218,0.0,0.0,0.0,0.0,-460.0,1,,,,,,,,,,,,,,,,,,2.0,4369.275,67500.0,67500.0,0.0,67500.0,7.0,1.0,0.0,-428.0,73.0,15.0,182407.5,182422.5,182857.5,182557.5,182560.0,0.0,-8.0,0.0,0.0,10384.615384615385,11056.846153846154,0.0,672.2307692307693,0.0,11729.076923076924,11729.076923076924,0.0,0.0,0.3846153846153846,0.4615384615384616,0.0769230769230769,0.0,0.0,0.0,0.55,3.75,-338.5,-342.5,35247.047999999995,35247.047999999995,10.801351351351352,0.4575675675675676,0.0423620668084574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
21430,106085,Cash loans,N,Y,0,90000.0,170640.0,11236.5,135000.0,0.030755,21865,-3304.0,-2127.0,-3918,,0,1.0,2,16,0,0.6361382422642421,0.315776043573331,,0.1237,0.103,0.9821,0.7552,0.2131,0.1148,0.3333,0.0526,0.0908,0.1134,0.0,0.1134,0.9821,0.7648,0.215,0.1034,0.3333,0.0301,0.0992,0.0707,,0.0,0.1124,0.9821,0.2144,0.1034,0.0573,0.1139,0.0,0.1646,0.0,0.0,0.0,0.0,-1.0,1,,,,,,,,,,,,,,,,,,4.0,9779.13,70738.875,77086.125,0.0,141477.75,16.5,1.0,0.0,-61.25,246.25,21.0,365243.0,-202.0,488.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,1.0,4.0,-112.0,-124.57142857142856,8956.71,8956.71,1.896,0.12485,0.0658491561181434,-0.1511090784358564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Separated,F
21463,102823,Cash loans,Y,Y,1,450000.0,1024740.0,52452.0,900000.0,0.002042,11823,-2887.0,-364.0,-4484,10.0,0,3.0,3,11,0,0.631549024369047,0.5027899713307188,0.7062051096536562,0.0619,0.0718,0.9836,0.7756,0.0297,0.2069,0.1667,0.0907,0.0504,0.0716,0.0313,0.063,0.9836,0.7844,0.0299,0.2069,0.1667,0.0928,0.0551,0.0745,0.0,0.0331,0.0625,0.9836,0.0298,0.2069,0.0923,0.0728,0.0319,0.0627,0.0,0.0,0.0,0.0,-647.0,0,0.0,1.0,0.0,1.0,6.0,-1051.8333333333333,688.6666666666665,-1080.25,0.0,0.0,1243126.2,31733.1,0.0,0.0,-604.8333333333334,1101.8475,-21.66666666666667,1.0,10355.58,94045.5,103977.0,0.0,94045.5,13.0,1.0,0.0,-647.0,605.0,12.0,365243.0,-616.0,-286.0,-586.0,-572.0,0.0,,,,,,,,,,,,,,,,,,,1.5,1.5,-601.0,-602.5,54768.915,54768.915,2.2772,0.11656,0.0511856666081152,-0.2441850630127717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,M
21492,103434,Cash loans,N,Y,0,76500.0,225000.0,11619.0,225000.0,0.030755,16616,-2477.0,-9213.0,-147,,1,2.0,2,11,0,,0.5177672771654921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2216.0,1,0.0,0.0,0.0,1.0,1.0,-397.0,333.0,,0.0,0.0,342000.0,202036.5,0.0,0.0,-30.0,,,1.0,12933.135,125325.0,138559.5,0.0,125325.0,11.0,1.0,0.0,-780.0,59.0,12.0,365243.0,-731.0,-401.0,-401.0,-395.0,0.0,,,,,,,,,,,,,,,,,,,1.0,6.846153846153847,-555.6153846153846,-572.6153846153846,12932.934230769228,11938.077692307694,2.9411764705882355,0.1518823529411764,0.05164,-0.1490731824747231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Civil marriage,M
21539,106397,Cash loans,N,Y,0,270000.0,450000.0,34956.0,450000.0,0.010006,23762,-448.0,-2640.0,-4456,,1,2.0,2,13,0,,0.6702377811615013,0.7324033228040929,0.0371,0.0345,0.9871,0.8232,0.0062,0.0345,0.3333,0.012,0.0269,0.0395,0.0157,0.0378,0.9871,0.8301,0.0063,0.0345,0.3333,0.0123,0.0294,0.0411,0.0156,0.0166,0.0375,0.9871,0.0063,0.0345,0.0122,0.0402,0.016,0.0379,1.0,0.0,1.0,0.0,-1946.0,1,0.0,0.0,0.0,2.0,7.0,-713.8571428571429,-347.1428571428572,-615.8333333333334,0.0,0.0,486541.2857142858,169764.38999999998,0.0,0.0,-500.4285714285714,26966.595,-11.428571428571429,3.0,8335.71,74466.0,73486.5,4278.0,74466.0,14.333333333333336,1.0,0.0671318470034114,-1863.666666666667,710.6666666666665,11.333333333333336,365243.0,-1832.333333333333,-1522.333333333333,-1522.333333333333,-1513.333333333333,0.0,,,,,,,,,,,,,,,,,,,1.0,6.30952380952381,-1673.047619047619,-1679.195238095238,8334.781428571428,7628.765857142856,1.6666666666666667,0.1294666666666666,0.07768,-0.0188536318491709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,M
21560,103764,Cash loans,N,N,0,180000.0,1293165.0,37809.0,1012500.0,0.006233,20524,-2893.0,-8924.0,-4078,,0,2.0,2,14,0,0.9000403484267641,0.660461299304561,0.6092756673894402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2299.0,1,0.0,0.0,0.0,1.0,15.0,-1526.8666666666666,-970.5384615384615,-1260.4,0.0,0.0,193811.1,47963.76923076923,8437.5,0.0,-815.0,,,4.0,17989.66125,159430.5,285660.0,6187.5,212574.0,16.25,1.0,0.0762027875855935,-1345.0,321.25,13.0,273638.5,-1288.75,90673.5,-1062.5,90481.5,0.5,-21.5,76079.530125,315000.0,0.0,11250.0,0.0,11842.105263157897,4212.434189189189,14425.52399999998,14425.52399999998,74162.561625,76551.366375,0.0,0.025,0.0263157894736842,7.243243243243242,0.0,0.0,0.8579545454545454,9.5,-1084.8152173913045,-1107.273962450593,29459.0166403162,29459.0166403162,7.18425,0.21005,0.0292375682917493,-0.1409569284739816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
21573,103869,Cash loans,Y,Y,0,247500.0,1467612.0,59904.0,1350000.0,0.018634,15798,-3125.0,-8359.0,-4443,5.0,0,2.0,2,10,0,,0.6067377171483632,0.7838324335199619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1325.0,1,0.0,0.0,0.0,1.0,9.0,-1176.2222222222224,-928.4444444444443,-867.6666666666665,0.0,0.0,119750.0,2764.812857142857,0.0,0.0,-834.7777777777777,,,2.0,29459.43,265297.5,311742.0,8059.5,265297.5,11.5,1.0,0.1089090909090909,-1118.5,35.5,11.5,365243.0,-1086.0,-771.0,-786.0,-780.5,0.5,,,,,,,,,,,,,,,,,,,1.125,6.0,-936.0,-945.0277777777776,31376.356874999987,31376.356874999987,5.929745454545454,0.2420363636363636,0.0408173277405744,-0.1978098493480187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Civil marriage,M
21576,107979,Cash loans,N,Y,2,67500.0,734994.0,28611.0,526500.0,0.010556,11807,-928.0,-3182.0,-3182,,0,4.0,3,10,0,,0.332997245993782,0.3312508645909018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-274.0,1,0.0,0.0,0.0,0.0,2.0,-147.5,638.0,,,0.0,135292.5,117130.5,0.0,0.0,-3.5,,,1.0,15983.595,216000.0,243801.0,0.0,216000.0,11.0,1.0,0.0,-274.0,39.0,18.0,365243.0,-231.0,279.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,1.0,4.5,-126.0,-133.375,15983.595,15983.595,10.8888,0.4238666666666666,0.0389268483824357,-0.0785974421953078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Married,F
21674,108005,Cash loans,N,Y,0,174600.0,1051294.5,30870.0,918000.0,0.003813,20042,,-73.0,-3578,,0,2.0,2,10,0,,0.5050531230169609,0.8050196619153701,0.1072,,0.9906,,,0.1379,0.375,,,,,0.1092,0.9906,,,0.1379,0.375,,,,,,0.1083,0.9906,,0.1379,,,,0.1043,2.0,0.0,2.0,0.0,-1305.0,0,0.0,0.0,2.0,8.0,27.0,-1582.8518518518522,-637.2222222222222,-1238.7826086956522,1836.93,0.0,404387.8866666667,19473.678947368426,28202.925,0.0,-1071.6666666666667,,,14.0,24172.41375,469683.6428571429,507029.7857142858,8808.75,547964.25,9.357142857142858,1.0,0.1633881934666281,-737.7857142857142,19.142857142857142,30.16666666666667,365243.0,-1063.142857142857,-467.4285714285714,-926.0,-920.7142857142856,0.2857142857142857,,,,,,,,,,,,,,,,,,,1.3083333333333331,3.261904761904762,-995.2857142857144,-1008.1694444444444,84049.30739285715,88339.00310714287,6.021159793814433,0.1768041237113402,0.0293637986311162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Civil marriage,F
21694,102055,Cash loans,N,N,0,76675.5,123993.0,5382.0,103500.0,0.010966,23235,,-10873.0,-4044,,0,1.0,2,12,0,,0.3133337491421756,,0.3670000000000001,0.2096,0.9851,0.7959999999999999,0.0836,0.2414,0.3333,0.2245,0.295,0.3497,0.0623,0.3739,0.9851,0.804,0.0844,0.2414,0.3333,0.2296,0.3223,0.3644,0.0195,0.066,0.3706,0.9851,0.0841,0.2414,0.2284,0.356,0.0637,0.4064,0.0,0.0,0.0,0.0,-2910.0,0,,,,,,,,,,,,,,,,,,9.0,8955.874285714284,129500.0,160969.5,,194250.0,11.333333333333336,1.0,,-769.0,-1.0,34.285714285714285,312652.71428571426,-923.2857142857144,52662.71428571428,51698.285714285725,51790.428571428565,0.7142857142857143,-49.0,29895.841421052628,64657.89473684211,1476.8617021276596,1505.5607368421051,0.0,0.0,2251.545483870968,3769.4908421052633,2883.078947368421,28362.71605263157,29894.32847368421,0.2872340425531915,0.2842105263157895,0.0,42.0,0.0,0.0,1.1598997493734335,14.200751879699247,-680.4187351941498,-690.9462594843272,71705.73475878053,71797.9075708106,1.617113680380304,0.0701919126709313,0.0434056761268781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Widow,F
21713,111051,Cash loans,N,Y,0,315000.0,1546020.0,45202.5,1350000.0,0.072508,20604,,-10228.0,-4029,,0,2.0,1,11,0,,0.5430995337854624,0.2353105173615833,0.4031,0.2562,0.9801,0.728,0.2483,0.3793,0.3333,0.0,0.3261,0.2565,0.018,0.2962,0.9801,0.7387,0.2224,0.2759,0.3333,0.0,0.2553,0.192,0.0078,0.009,0.407,0.9801,0.2498,0.3793,0.0,0.2611,0.0184,0.2173,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,3.0,28.0,-1497.857142857143,-632.76,-1330.421052631579,1986.5647058823529,0.0,434199.51000000007,50541.705,42303.98785714285,0.0,-946.1428571428572,,,15.0,41307.213461538464,734700.0,778006.8,0.0,847730.7692307692,13.333333333333336,1.0,0.0,-932.0,0.8666666666666667,29.538461538461537,324578.5555555556,-902.8888888888888,40410.333333333336,-612.6666666666666,-560.7777777777778,0.6666666666666666,-12.5,49824.24375,103125.0,10350.0,21585.481875,0.0,11233.78125,3234.165652173913,26092.156304347824,25004.983125,47449.51499999999,49348.995,0.6666666666666666,1.5416666666666667,0.875,6.782608695652174,0.0,0.0,1.1850664767331434,7.405982905982907,-739.2077182077182,-747.470333678667,159275.10813179874,158465.80043949105,4.908,0.1435,0.0292379788101059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
21797,104876,Cash loans,N,Y,0,157500.0,835380.0,42781.5,675000.0,0.018634,15948,-1045.0,-4318.0,-5682,,0,2.0,2,17,0,0.8734473365385266,0.5670408334701337,0.646329897706246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-2472.0,1,0.0,0.0,0.0,0.0,6.0,-724.5,98.33333333333331,-679.0,0.0,0.0,169725.0,42990.75,0.0,0.0,-387.83333333333326,,,3.0,6285.899999999999,54073.5,58687.5,1180.5,54073.5,10.333333333333334,1.0,0.0638892032698475,-1488.666666666667,162.66666666666666,10.0,365243.0,-1457.666666666667,-1187.6666666666667,-1227.6666666666667,-1222.3333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0416666666666667,4.833333333333333,-1342.6666666666667,-1356.5694444444443,6587.112500000002,6587.112500000002,5.303999999999999,0.2716285714285714,0.0512120232708468,-0.0655254577376473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
21798,102043,Cash loans,N,N,0,180000.0,917172.0,29718.0,657000.0,0.018029,18875,-4220.0,-6148.0,-2405,,0,2.0,3,6,0,,0.3906132089051349,0.4902575124990026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-2041.0,1,0.0,1.0,0.0,2.0,13.0,-1243.4615384615386,-29.72727272727273,-1448.0,0.0,0.0,250698.4615384616,44790.5,0.0,0.0,-312.0,,,5.0,18653.364,225087.3,383419.8,9000.0,375145.5,8.6,1.0,0.1008884584614088,-1263.4,289.2,21.2,243027.0,-1435.333333333333,121324.0,121094.0,121096.0,0.3333333333333333,-23.5,124029.52336956526,180000.0,7728.260869565217,14507.219347826089,3916.95652173913,2862.001956521739,7651.924772727273,16941.286956521744,12361.185,119509.71847826088,124220.90934782612,0.3478260869565217,0.8695652173913043,0.5,21.38636363636364,0.0,0.0,0.7407407407407408,16.77777777777778,-1038.9193548387095,-1044.8599761051375,20577.734715053764,23483.27971505377,5.0954,0.1651,0.0324017741492326,-0.2235761589403973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Civil marriage,F
21806,104489,Revolving loans,Y,Y,1,315000.0,270000.0,13500.0,270000.0,0.019101,11804,-398.0,-5724.0,-1762,0.0,0,3.0,2,16,0,0.09968208879618,0.5481034627899153,0.3774042489507649,0.0541,0.0581,0.9821,0.7144,0.0069999999999999,0.1466,0.1354,0.0404,0.0387,0.0679,0.01,0.0084,0.9672,0.5688,0.0016,0.069,0.1667,0.0166,0.0073,0.008,0.0,0.0,0.0677,0.9846,0.009,0.1552,0.0417,0.0739,0.0073,0.0462,7.0,0.0,7.0,0.0,-84.0,0,0.0,0.0,1.0,0.0,3.0,-549.6666666666666,-132.66666666666666,-400.5,11934.0,0.0,750673.5,491923.5,0.0,0.0,-270.3333333333333,,,2.0,7279.469999999998,77107.5,72375.75,13027.5,77107.5,15.0,1.0,0.3546988617187738,-1470.5,44.5,10.0,365243.0,-1439.5,-1169.5,-1379.5,-693.5,1.0,,,,,,,,,,,,,,,,,,,1.5,2.107142857142857,-1406.2857142857142,-1308.892857142857,36700.15017857142,35848.859464285706,0.8571428571428571,0.0428571428571428,0.05,-0.0337173839376482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
21832,104121,Cash loans,N,N,0,135000.0,808650.0,26217.0,675000.0,0.01885,21286,-3457.0,-7206.0,-3946,,0,2.0,2,10,0,,0.6526013917558913,0.5280927512030451,0.0629,0.0594,0.9737,0.6396,0.0073,0.1034,0.1667,0.0458,0.0504,0.0509,0.0483,0.0641,0.9737,0.6537,0.0073,0.1034,0.1667,0.0469,0.0551,0.053,0.0039,0.0512,0.0635,0.9737,0.0073,0.1034,0.0466,0.0518,0.0493,0.0545,2.0,0.0,2.0,0.0,-887.0,1,0.0,2.0,0.0,0.0,15.0,-1780.2,-1242.1333333333334,-1835.8181818181813,234.0,0.0,84107.82,9477.098999999998,7737.3225,0.0,-1244.4,,,1.0,9631.665,47673.0,50188.5,0.0,47673.0,11.0,1.0,0.0,-887.0,2711.0,6.0,365243.0,-856.0,-706.0,-736.0,-725.0,0.0,,,,,,,,,,,,,,,,,,,1.2,3.0,-796.0,-817.4,11458.899,11458.899,5.99,0.1942,0.0324207011686143,-0.1624072160105233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,M
21841,102845,Cash loans,N,Y,1,157500.0,106974.0,10710.0,94500.0,0.030755,16752,-3620.0,-10881.0,-305,,0,3.0,2,17,0,,0.7612960994241085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-758.0,1,0.0,0.0,0.0,3.0,2.0,-913.0,-471.5,-1241.0,0.0,0.5,31842.0,0.0,9000.0,0.0,-637.5,,,6.0,29972.466000000004,251250.0,380482.5,0.0,376875.0,11.5,1.0,0.0,-498.0,49.5,13.2,243333.33333333328,-416.66666666666674,121758.66666666669,121630.66666666669,243428.0,0.3333333333333333,-8.0,58886.06099999999,765000.0,12000.0,12000.0,0.0,0.0,3738.549,14907.642000000002,11169.093,58556.08799999999,59676.675,0.0666666666666666,0.0666666666666666,0.0,6.6,0.0,0.0,1.0833333333333333,8.732456140350878,-256.312030075188,-265.9605263157895,18251.06661654136,20230.614248120302,0.6792,0.068,0.1001177856301531,-0.2160936007640878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
